ID TEST,ERROR LOG,KEYS,COMPONENTS,RESULT,PROCEDURE,BUG SUITE,BUG PRODOTTO
[DELETE_PRODUCER_KEYCHAINS_2],"failed: java.lang.RuntimeException: Invalid response 400 BAD_REQUEST: class Client {    id: d666c696-92fb-421e-8925-c4c31d228ecd    createdAt: 2026-07-08T19:28:36.776Z    consumer: class CompactOrganization {        id: e79a24cd-8edc-441e-ae8d-e87c3aea0059        name: Comune di Milano        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: null    name: client-0-0-1260260433    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addMemberToClient(DataPreparationService.java:71)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:79)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/producer-keychains/producer-keychains-delete.feature:24)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[DELETE_PRODUCER_KEYCHAINS_2],"failed: java.lang.RuntimeException: Invalid response 504 GATEWAY_TIMEOUT: class Client {    id: c4c8bf9b-808e-40ce-b93b-99a6a6ab28f6    createdAt: 2026-07-08T19:26:58.595Z    consumer: class CompactOrganization {        id: e79a24cd-8edc-441e-ae8d-e87c3aea0059        name: Comune di Milano        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: class CompactUser {        userId: f07ddb8f-17f9-47d4-b31e-35d1ac10e521        name: Ivan        familyName: Diana    }    name: client-0-0-1326364569    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addPublicKeyToClient(DataPreparationService.java:99)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:89)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/producer-keychains/producer-keychains-delete.feature:24)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[GET_PRODUCER_KEY_1],"failed: it.pagopa.interop.common.interceptor.dpop.IntegrityValidationInterceptor$IntegrityValidationException: Missing Digest header for POST https://api.qa.interop.pagopa.it/v3/producerKeychains/a35c7af3-17cc-4bc7-aa1a-6ad36ddf79cd/keys	at it.pagopa.interop.common.interceptor.dpop.IntegrityValidationInterceptor.validateDigestIfPresentOrRequired(IntegrityValidationInterceptor.java:147)	at it.pagopa.interop.common.interceptor.dpop.IntegrityValidationInterceptor.intercept(IntegrityValidationInterceptor.java:67)	at org.springframework.http.client.InterceptingClientHttpRequest$InterceptingRequestExecution.execute(InterceptingClientHttpRequest.java:93)	at it.pagopa.interop.config.springconfig.InteropRestTemplateConfiguration$RequestResponseLoggingInterceptor.logResponse(InteropRestTemplateConfiguration.java:145)	at it.pagopa.interop.config.springconfig.InteropRestTemplateConfiguration$RequestResponseLoggingInterceptor.intercept(InteropRestTemplateConfiguration.java:130)	at org.springframework.http.client.InterceptingClientHttpRequest$InterceptingRequestExecution.execute(InterceptingClientHttpRequest.java:93)	at it.pagopa.interop.common.interceptor.dpop.DPoPAuthInterceptor.intercept(DPoPAuthInterceptor.java:85)	at org.springframework.http.client.InterceptingClientHttpRequest$InterceptingRequestExecution.execute(InterceptingClientHttpRequest.java:93)	at it.pagopa.interop.common.interceptor.dpop.DPoPTokenInterceptor.intercept(DPoPTokenInterceptor.java:48)	at org.springframework.http.client.InterceptingClientHttpRequest$InterceptingRequestExecution.execute(InterceptingClientHttpRequest.java:93)	at org.springframework.http.client.InterceptingClientHttpRequest.executeInternal(InterceptingClientHttpRequest.java:77)	at org.springframework.http.client.AbstractBufferingClientHttpRequest.executeInternal(AbstractBufferingClientHttpRequest.java:48)	at org.springframework.http.client.AbstractClientHttpRequest.execute(AbstractClientHttpRequest.java:66)	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:776)	at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:670)	at it.pagopa.interop.generated.openapi.clients.m2mGatewayV3.ApiClient.invokeAPI(ApiClient.java:674)	at it.pagopa.interop.generated.openapi.clients.m2mGatewayV3.api.ProducerKeychainsApi.createProducerKeychainKeyWithHttpInfo(ProducerKeychainsApi.java:309)	at it.pagopa.interop.producer_keychains.service.M2MV3ProducerKeychainsClient.lambda$createProducerKeychainKey$5(M2MV3ProducerKeychainsClient.java:84)	at it.pagopa.interop.utils.HttpCallExecutor.performCall(HttpCallExecutor.java:63)	at it.pagopa.interop.common.client.AbstractClient.performOperation(AbstractClient.java:28)	at it.pagopa.interop.producer_keychains.service.M2MV3ProducerKeychainsClient.createProducerKeychainKey(M2MV3ProducerKeychainsClient.java:84)	at it.pagopa.pn.interop.cucumber.steps.m2m.apiv3.producer_keychains.ProducerKeychainsSteps.createKey(ProducerKeychainsSteps.java:164)	at ✽.l'utente crea una nuova chiave di tipo ""RSA"" all'interno del producer-keychains con:(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/producer-keychains/producer-keychains-keys.feature:122)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2M_V3_GET_PRODUCER_KEYCHAINS_USERS_2],"failed: java.lang.RuntimeException: Invalid response 400 BAD_REQUEST: class Client {    id: 7bca27fa-631d-41f1-a99e-31b7f83947d5    createdAt: 2026-07-08T19:33:40.988Z    consumer: class CompactOrganization {        id: e79a24cd-8edc-441e-ae8d-e87c3aea0059        name: Comune di Milano        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: null    name: client-0-0-1920175050    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addMemberToClient(DataPreparationService.java:71)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:79)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/producer-keychains/producer-keychains-keys.feature:345)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2M_V3_GET_PRODUCER_KEYCHAINS_USERS_3],"failed: java.lang.RuntimeException: Invalid response 504 GATEWAY_TIMEOUT: class Client {    id: e75991c6-e8fc-4267-bbd8-e5b749c118d3    createdAt: 2026-07-08T19:32:00.398Z    consumer: class CompactOrganization {        id: e79a24cd-8edc-441e-ae8d-e87c3aea0059        name: Comune di Milano        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: class CompactUser {        userId: f07ddb8f-17f9-47d4-b31e-35d1ac10e521        name: Ivan        familyName: Diana    }    name: client-0-0-1358473037    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addPublicKeyToClient(DataPreparationService.java:99)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:89)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/producer-keychains/producer-keychains-keys.feature:356)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2M_V3_DELETE_PRODUCER_KEYCHAINS_USERS_ASSOCIATION_4],"failed: java.lang.RuntimeException: Invalid response 504 GATEWAY_TIMEOUT: class Client {    id: 20abdb93-42b0-4018-8d7e-b4c22f06131d    createdAt: 2026-07-08T19:26:57.644Z    consumer: class CompactOrganization {        id: e79a24cd-8edc-441e-ae8d-e87c3aea0059        name: Comune di Milano        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: class CompactUser {        userId: f07ddb8f-17f9-47d4-b31e-35d1ac10e521        name: Ivan        familyName: Diana    }    name: client-0-0-1668575773    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addPublicKeyToClient(DataPreparationService.java:99)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:89)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/producer-keychains/producer-keychains-keys.feature:447)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[PURPOSE_THRESHOLD_9b],"failed: java.lang.RuntimeException: Invalid response 400 BAD_REQUEST: class Client {    id: 5e497944-f523-4c61-8b7c-e2a4b2d96066    createdAt: 2026-07-08T19:33:17.921Z    consumer: class CompactOrganization {        id: 0e9e2dab-2e93-4f24-ba59-38d9f11198ca        name: Agenzia per L'Italia Digitale        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: null    name: client-0-0-1536130173    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addMemberToClient(DataPreparationService.java:71)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:79)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""api,security"" di ""PA2"" con ruolo M2M m2m(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/purpose-threshold.feature:39)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[PURPOSE_THRESHOLD_9b],"failed: it.pagopa.interop.authorization.service.utils.PollingPredicateException: Eventual consistency error: Unexpected status code for getRemainingDailyCalls	at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:42)	at it.pagopa.interop.authorization.service.utils.PollingService.makePolling(PollingService.java:17)	at it.pagopa.pn.interop.cucumber.steps.m2m.apiv3.purposes.PurposesSteps.getRemainingDailyCallsM2M(PurposesSteps.java:65)	at ✽.l'utente cerca di recuperare le soglie rimanenti per la finalità con ID ""%actual"" per m2m e si ottiene uno status code 403(classpath:it/pagopa/pn/cucumber/m2mgateway/apiv3/purpose-threshold.feature:40)","
","
",Il test fallisce per un risultato ottenuto non coerente a quanto atteso.,Analisi del log e riesecuzione in locale,,PIN-10457
[M2MG_VERIFIEDATTRIBUTES_4],"failed: java.lang.RuntimeException: Invalid response 504 GATEWAY_TIMEOUT: [class CompactUser {    userId: f07ddb8f-17f9-47d4-b31e-35d1ac10e521    name: Ivan    familyName: Diana}]	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addPublicKeyToClient(DataPreparationService.java:99)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:89)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m(classpath:it/pagopa/pn/cucumber/m2mgateway/attributes.feature:155)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2MG_VERIFIEDATTRIBUTES_6],"failed: java.lang.RuntimeException: Invalid response 504 GATEWAY_TIMEOUT: [class CompactUser {    userId: f07ddb8f-17f9-47d4-b31e-35d1ac10e521    name: Ivan    familyName: Diana}]	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addPublicKeyToClient(DataPreparationService.java:99)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:89)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m(classpath:it/pagopa/pn/cucumber/m2mgateway/attributes.feature:176)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2MG_VERIFIEDATTRIBUTES_7],"failed: java.lang.RuntimeException: Invalid response 504 GATEWAY_TIMEOUT: [class CompactUser {    userId: f07ddb8f-17f9-47d4-b31e-35d1ac10e521    name: Ivan    familyName: Diana}]	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addPublicKeyToClient(DataPreparationService.java:99)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:89)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m(classpath:it/pagopa/pn/cucumber/m2mgateway/attributes.feature:198)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2M_CLIENTS_PURPOSES_CATALOG_1],"failed: java.lang.RuntimeException: Invalid response 400 BAD_REQUEST: class Client {    id: fc652689-7ce6-472d-9f7c-5c1b66c3d7ca    createdAt: 2026-07-08T19:43:23.569Z    consumer: class CompactOrganization {        id: 0e9e2dab-2e93-4f24-ba59-38d9f11198ca        name: Agenzia per L'Italia Digitale        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: null    name: client-0-0-1496099883    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addMemberToClient(DataPreparationService.java:71)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:79)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA2"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/clients.feature:58)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2M_CLIENTS_PURPOSES_CATALOG_1],"failed: java.lang.RuntimeException: Invalid response 400 BAD_REQUEST: class Client {    id: 3064256e-7c9e-4db8-a22a-2c8e6c6d41ab    createdAt: 2026-07-08T19:43:20.215Z    consumer: class CompactOrganization {        id: 0e9e2dab-2e93-4f24-ba59-38d9f11198ca        name: Agenzia per L'Italia Digitale        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: null    name: client-0-0-242390402    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addMemberToClient(DataPreparationService.java:71)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:79)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA2"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/clients.feature:58)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2M_CLIENTS_PURPOSES_CATALOG_2],"failed: java.lang.RuntimeException: Invalid response 400 BAD_REQUEST: class Client {    id: 6098b135-c053-40d6-9fc1-95bf4b7fa8e3    createdAt: 2026-07-08T19:43:04.181Z    consumer: class CompactOrganization {        id: 0e9e2dab-2e93-4f24-ba59-38d9f11198ca        name: Agenzia per L'Italia Digitale        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: null    name: client-0-0-2038836757    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addMemberToClient(DataPreparationService.java:71)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:79)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA2"" con ruolo M2M m2m(classpath:it/pagopa/pn/cucumber/m2mgateway/clients.feature:108)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
[M2MG_DOCUMENTS_01],"failed: java.lang.RuntimeException: Invalid response 400 BAD_REQUEST: class Client {    id: 50baa3a0-e997-4f50-b524-3a58be8db73d    createdAt: 2026-07-08T19:54:05.290Z    consumer: class CompactOrganization {        id: e79a24cd-8edc-441e-ae8d-e87c3aea0059        name: Comune di Milano        kind: null        contactMail: null        hasUnreadNotifications: null    }    admin: null    name: client-0-0-2019891802    purposes: []    description: Descrizione client    kind: API}	at it.pagopa.interop.authorization.service.DataPreparationService.assertValidResponse(DataPreparationService.java:147)	at it.pagopa.interop.authorization.service.DataPreparationService.addMemberToClient(DataPreparationService.java:71)	at it.pagopa.interop.authorization.service.M2MTokenService.getToken(M2MTokenService.java:79)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:36)	at it.pagopa.interop.authorization.service.identity.IdentityServiceInteropImpl.getToken(IdentityServiceInteropImpl.java:29)	at it.pagopa.pn.interop.cucumber.steps.m2m.M2MAuthSteps.authenticateM2MUser(M2MAuthSteps.java:61)	at ✽.l'utente è un ""admin"" di ""PA1"" con ruolo M2M m2m-admin(classpath:it/pagopa/pn/cucumber/m2mgateway/documents.feature:6)","
","
","Il test fallisce perché l'endpoint restituisce inizialmente una serie di errori 504 Gateway Timeout e un 500 Internal Server Error, seguiti infine da un 400 Bad Request con dettaglio ""User already assigned to the client"". Questo comportamento dimostra che, nonostante i codici di errore della famiglia 5XX ricevuti inizialmente, l'operazione è stata in realtà presa in carico ed eseguita con successo dal backend. Il KO è pertanto da considerarsi un falso negativo applicativo, causato da un problema di latenza o di gestione dei timeout infrastrutturali che ha interrotto la corretta ricezione della risposta.","Analisi dei log ed esecuzione in locale.
",,PIN-10570
